shapeid,partid,x,y
"21","0",-8.67887774112366,41.2484471821716
"21","0",-8.67897847419908,41.2485813043669
"21","0",-8.67902950256901,41.2486743213103
"21","0",-8.67910333012323,41.2488182855328
"21","0",-8.67914954636763,41.2489263738863
"21","0",-8.67919508991026,41.2490671841046
"21","0",-8.67922944500443,41.2491994364288
"21","0",-8.67930582011703,41.2494717098442
"21","0",-8.67940850805672,41.2498490596157
"21","0",-8.67968724967723,41.2509272496479
"21","0",-8.68028908367748,41.2532370860067
"21","0",-8.68082569355981,41.2552711273667
"21","0",-8.68108587848408,41.2562736703914
"21","0",-8.68112279448186,41.2563764952122
"21","0",-8.68114732348895,41.2564288806815
"21","0",-8.68122438135473,41.2565284758074
"21","0",-8.68132588426738,41.2566196014197
"21","0",-8.68142613974067,41.2566757532891
"21","0",-8.68160435989688,41.2567345383711
"21","0",-8.68173457323108,41.256754717526
"21","0",-8.6819051376857,41.2567559524747
"21","0",-8.68227830956361,41.2566910084303
"21","0",-8.68270811334333,41.2566302704142
"21","0",-8.68279303255053,41.2566198504899
"21","0",-8.68286989055655,41.25659878612
"21","0",-8.68298125908196,41.2565564142801
"21","0",-8.68310799795905,41.2564823040873
"21","0",-8.68321325028734,41.2563830143549
"21","0",-8.68328094832044,41.2562849376389
"21","0",-8.6833205911872,41.2561479105933
"21","0",-8.68332612622913,41.2560861014656
"21","0",-8.68331405550772,41.255956347356
"21","0",-8.68326647065434,41.2557819381057
"22","0",-8.6785278414665,41.2354698357352
"22","0",-8.67843931668427,41.2354908110908
"22","0",-8.67826851296628,41.2355562350633
"22","0",-8.67820377124819,41.2356134226618
"22","0",-8.67815016638745,41.2356688855035
"22","0",-8.67811126952961,41.2357392602369
"22","0",-8.67809361750328,41.2357750772816
"22","0",-8.67808479324053,41.235885107575
"22","0",-8.67810497795866,41.2359880675054
"22","0",-8.67817036024801,41.2362303457063
"22","0",-8.67829553825179,41.2367121685978
"22","0",-8.67835896306388,41.2369601589838
"22","0",-8.67838770501417,41.2370236714271
"22","0",-8.6784423014834,41.237099005661
"22","0",-8.67857539585844,41.2371926956167
"22","0",-8.67871638043691,41.237242688788
"22","0",-8.67885784092297,41.2372623667641
"22","0",-8.67892095296733,41.2372692484057
"22","0",-8.67906006246331,41.237260969791
"22","0",-8.68015247575187,41.2372213830001
"22","0",-8.68031318690931,41.2372071404953
"22","0",-8.68042692779263,41.237178916649
"22","0",-8.68046479868879,41.2371632325057
"22","0",-8.68056356971426,41.2371119487882
"22","0",-8.68060691830788,41.2370774366174
"22","0",-8.68066179273826,41.2370231704584
"22","0",-8.68069590946494,41.2369633496887
"22","0",-8.6807236146363,41.2368860292985
"22","0",-8.68073138973354,41.2367718778289
"23","0",-8.68030467539512,41.2351079470939
"23","0",-8.68035288652729,41.2351892757229
"23","0",-8.68041276176531,41.235253373158
"23","0",-8.68046032062753,41.2352888507075
"23","0",-8.68053638749074,41.2353305910832
"23","0",-8.68060876964643,41.2353594293771
"23","0",-8.68066868244881,41.2353730587962
"23","0",-8.68089167364344,41.2353888697164
"23","0",-8.6808222638954,41.2354099761873
"23","0",-8.68074035152385,41.2354431554238
"23","0",-8.6806682670245,41.2354830906469
"23","0",-8.6805863147967,41.235553719245
"23","0",-8.68055078098816,41.2355962470413
"23","0",-8.68052432343717,41.2356409189565
"23","0",-8.68049628070285,41.2357125821876
"23","0",-8.68049169091207,41.2357619175793
"23","0",-8.68049368565147,41.2358597264874
"24","0",-8.67965932885355,41.2354312970284
"24","0",-8.68089039914682,41.2353888837293
"24","0",-8.68191117848169,41.2352927090681
"24","0",-8.68275019617249,41.2352117086792
"24","0",-8.6828847407107,41.2351948600208
"24","0",-8.68296783728523,41.2351667311223
"24","0",-8.68302192956339,41.2351203783296
"24","0",-8.68304774671945,41.235080006567
"24","0",-8.68306143052366,41.2350385159242
"24","0",-8.68305211221964,41.2349720540093
"24","0",-8.68300942041678,41.2349137370111
"24","0",-8.68294537412419,41.2348726342285
"24","0",-8.68287080814802,41.2348527644857
"24","0",-8.68278320266634,41.2348490064404
"24","0",-8.68270734965429,41.2348714634182
"24","0",-8.68263397743905,41.2349066102092
"24","0",-8.68214543112697,41.2351927101115
"24","0",-8.68204396954622,41.2352465838795
"24","0",-8.68198034413065,41.2352691551741
"24","0",-8.68191835057996,41.2352920060268
"25","0",-8.67965920187707,41.2354312828685
"25","0",-8.67991202708334,41.2354291272423
"25","0",-8.68002067953825,41.2354509243106
"25","0",-8.68017296936518,41.2355041312622
"25","0",-8.68024384438779,41.2355448241135
"25","0",-8.68034642967566,41.2356195001919
"25","0",-8.68042388152166,41.2356994926349
"25","0",-8.68046401330633,41.2357665794825
"25","0",-8.68048732721891,41.2358347184115
"26","0",-8.67776142957645,41.23463873087
"26","0",-8.67789931166358,41.2351888100844
"26","0",-8.67792488529984,41.2352444371917
"26","0",-8.67799684325402,41.2353291261814
"26","0",-8.67809207454044,41.235396346499
"26","0",-8.67829071395431,41.2354629975695
"26","0",-8.67845900194304,41.2354719275186
"26","0",-8.67865806868143,41.2354658653535
"26","0",-8.67965900904646,41.2354313394345
"26","0",-8.67981063389729,41.2354184253643
"26","0",-8.67989009903189,41.2353944977104
"26","0",-8.67998153146951,41.2353541046961
"26","0",-8.68005983484153,41.235305533559
"26","0",-8.68012180951558,41.2352576397119
"26","0",-8.68017464422505,41.2351960792546
"26","0",-8.68022435969467,41.2351155902361
"26","0",-8.68024115200963,41.2350493857738
"26","0",-8.68025256321402,41.2349883583545
"26","0",-8.68024952717488,41.2348883924346
"27","0",-8.6736907572546,41.2341542937705
"27","0",-8.67366483503039,41.2341017497103
"27","0",-8.67361224159921,41.2340286262149
"27","0",-8.67356651855509,41.2339841012534
"27","0",-8.67347111809682,41.2339161579749
"27","0",-8.67334845676682,41.2338627406307
"27","0",-8.67326800372601,41.2338374517026
"27","0",-8.67314556483546,41.2338018594208
"27","0",-8.67254538626881,41.2336498303231
"28","0",-8.67244148140523,41.2336662122032
"28","0",-8.67288397392298,41.2335978651562
"28","0",-8.67320120460034,41.2335511497702
"28","0",-8.67330292793532,41.2335567555469
"28","0",-8.67336282220108,41.2335688999095
"28","0",-8.67340729001876,41.233585569679
"28","0",-8.67345638420936,41.2336093134028
"28","0",-8.67352246056418,41.233659075118
"28","0",-8.67357578668301,41.233737433464
"28","0",-8.67360461858376,41.2338231313926
"28","0",-8.67363550718055,41.2339260391045
"28","0",-8.67365708834723,41.2340307387936
"29","0",-8.67320128339689,41.2335511478168
"29","0",-8.67664370008128,41.2330426500834
"29","0",-8.67680251569246,41.2330536141009
"29","0",-8.67691736730496,41.2330716497251
"29","0",-8.67700411742241,41.2331004130974
"29","0",-8.67710094156985,41.2331364880323
"29","0",-8.67719059531245,41.2331874994115
"29","0",-8.67724682195313,41.2332309436439
"29","0",-8.67733784379327,41.2333224518369
"29","0",-8.67739871643446,41.2334193152355
"29","0",-8.67742842734938,41.2335067411263
"30","0",-8.67664369294621,41.2330426492798
"30","0",-8.67701745513596,41.2329835395013
"30","0",-8.67720889792077,41.2329548056009
"30","0",-8.67733310550971,41.2329374672035
"30","0",-8.67748533055921,41.2329341444334
"30","0",-8.67763183303139,41.2329514192296
"30","0",-8.67773391939199,41.2329775595913
"30","0",-8.67780810760895,41.2330056634644
"30","0",-8.67791178910121,41.2330526708997
"30","0",-8.67815379778611,41.2331763132081
"30","0",-8.67830513394671,41.233249363117
"30","0",-8.67940403104819,41.2338020869733
"30","0",-8.67955714273248,41.2338869278004
"30","0",-8.6796881483124,41.2339843710609
"30","0",-8.67980254246052,41.2340855047627
"30","0",-8.67990134059833,41.2341925500461
"30","0",-8.68002696457655,41.2343486095267
"30","0",-8.68009065925262,41.234459937172
"30","0",-8.68018238475021,41.2346654989245
"30","0",-8.68023489534587,41.2348303842225
"30","0",-8.6804991558341,41.2358814737025
"30","0",-8.68285190339593,41.2449023346798
"30","0",-8.68287152420788,41.2450028757849
"30","0",-8.68288580410551,41.2450947031883
"30","0",-8.6828845677935,41.2452694152126
"30","0",-8.6828660511698,41.2454027809075
"30","0",-8.68278586094105,41.2456851505963
"30","0",-8.68266680956767,41.2459466380458
"30","0",-8.68207872055523,41.2472508779492
"30","0",-8.68204751760406,41.2473217077687
"30","0",-8.68196391877778,41.2474208058027
"30","0",-8.68187443913289,41.2474807667868
"30","0",-8.68182433907875,41.2475047638106
"30","0",-8.68169874523515,41.2475414966041
"30","0",-8.68155887753848,41.2475553288655
"30","0",-8.68145255485476,41.2475490944029
"30","0",-8.68133271071338,41.2475203555249
"30","0",-8.68121078480367,41.2474574304982
"30","0",-8.68115727204676,41.2474218811387
"30","0",-8.68109187706387,41.2473497259229
"30","0",-8.681077096476,41.2473204463439
"30","0",-8.68104983424423,41.2472407562594
"30","0",-8.68090536596467,41.2467020647899
"31","0",-8.67414634058719,41.2334118727651
"31","0",-8.67397955572703,41.2334634988629
"31","0",-8.67382484080133,41.2335539454518
"31","0",-8.67371811927805,41.2336697694736
"31","0",-8.67367404755473,41.2337490159348
"31","0",-8.67365782383046,41.2337923320811
"31","0",-8.6736394818439,41.2338969323114
"31","0",-8.67365717756731,41.2340314709028
"31","0",-8.67376034625507,41.234409597779
"31","0",-8.67415984549817,41.2359615223128
"31","0",-8.67421032076779,41.2360445954316
"31","0",-8.6742562106415,41.2361024873637
"31","0",-8.67434491290685,41.2361770198871
"31","0",-8.67444084254031,41.2362317481537
"31","0",-8.67450242618234,41.2362637537067
"31","0",-8.67461694638451,41.2362936994188
"31","0",-8.67476933670209,41.2363121763846
"31","0",-8.67491742357685,41.2363066748127
"31","0",-8.67507841785851,41.2362873111533
"31","0",-8.67620482017,41.2361156354108
"31","0",-8.6772754246327,41.2359563173626
"31","0",-8.67744891305032,41.2359199225879
"31","0",-8.67758308841762,41.2358649352308
"31","0",-8.67771132501419,41.2357789947195
"31","0",-8.67780615494244,41.2356771499327
"31","0",-8.67788236503629,41.2355549603356
"31","0",-8.67789973062648,41.2354405732436
"31","0",-8.67790696424063,41.2353870434305
"31","0",-8.67788948783366,41.2352871950856
"31","0",-8.67787159425198,41.2352052561448
"31","0",-8.67779876683958,41.2349396596742
"31","0",-8.67775699758621,41.2347755821385
"32","0",-8.67763521473078,41.2342449388523
"32","0",-8.67757217080092,41.2339718416645
"32","0",-8.67754477276825,41.2338127995024
"32","0",-8.67754136631151,41.2337195143993
"32","0",-8.67755098394668,41.2335917685635
"32","0",-8.67759386464172,41.2334427489026
"32","0",-8.67764805897204,41.2333532324072
"32","0",-8.67778032642738,41.2332394759662
"32","0",-8.67778969507746,41.2332372417171
"32","0",-8.67794550298381,41.2331873190091
"32","0",-8.67814306336988,41.2331888958755
"32","0",-8.67830526565494,41.2332492216605
"33","0",-8.67493557319568,41.2416950514209
"33","0",-8.67347138411466,41.2419137548229
"34","0",-8.67477409341134,41.2415259558657
"34","0",-8.67331063275215,41.2417418423989
"35","0",-8.67460445397515,41.2413180592443
"35","0",-8.6733399836172,41.2415112362138
"36","0",-8.67436473776226,41.2408771306957
"36","0",-8.67317431297474,41.2410597895548
"37","0",-8.67421937305799,41.2404129238068
"37","0",-8.67302317828566,41.2405936392753
"38","0",-8.67416064006963,41.240168606232
"38","0",-8.67288947418404,41.2401743283667
"39","0",-8.67418489063013,41.240279532054
"39","0",-8.67413562162216,41.2402881605536
"39","0",-8.67408622427103,41.2402960210785
"39","0",-8.6740367105467,41.240303111724
"39","0",-8.67398709244734,41.2403094307719
"39","0",-8.67397993684105,41.2403107122257
"39","0",-8.67397276001678,41.2403118689532
"39","0",-8.6739655641484,41.2403129006041
"39","0",-8.67395835141556,41.2403138068657
"39","0",-8.67395112400303,41.2403145874638
"39","0",-8.67394388410001,41.2403152421617
"39","0",-8.67393663389947,41.2403157707611
"39","0",-8.67392937559754,41.2403161731021
"39","0",-8.67392211139277,41.2403164490626
"39","0",-8.67391484348551,41.2403165985592
"39","0",-8.67390757407722,41.2403166215464
"39","0",-8.67390030536985,41.2403165180175
"39","0",-8.67389303956509,41.2403162880036
"39","0",-8.67388577886378,41.2403159315745
"39","0",-8.67387852546521,41.2403154488382
"39","0",-8.67387128156645,41.2403148399409
"39","0",-8.67386404936171,41.240314105067
"39","0",-8.67385683104163,41.2403132444391
"39","0",-8.67384962879266,41.2403122583178
